iter	RMSE
140	1.020812862
141	1.017875535
142	1.015707282
143	1.014850073
144	1.012718404
145	1.011402709
146	1.009059456
147	1.007167374
148	1.002179367
149	1.000195873
150	0.9966663725
151	0.9954144213
152	0.9943748909
153	0.9940427539
154	0.9926872062
155	0.9909503731
156	0.9895179724
157	0.9864537025
158	0.9845223611
159	0.9823824196
160	0.9798756678
161	0.9791121343
162	0.9778993102
163	0.9775654798
164	0.9767737367
165	0.9759344008
166	0.9751441666
167	0.9742636916
168	0.9727761056
169	0.9715507978
170	0.9690880902
171	0.9681224785
172	0.9677206873
173	0.9658166639
174	0.9647375595
175	0.9637439638
176	0.9612483295
177	0.9588575755
178	0.9579031642
179	0.9565365131
180	0.9517400632
181	0.9487905801
182	0.9478516765
183	0.9432455027
184	0.9423730209
185	0.9393917631
186	0.9378255109
187	0.9369828128
188	0.9359416255
189	0.9350350647
190	0.9347986228
191	0.9333329108
192	0.9317489938
193	0.9300570849
194	0.9268783367
195	0.9252733576
196	0.9238260129
197	0.9220619082
198	0.9202863375
199	0.9187438313
200	0.9179999621
201	0.9161070316
202	0.9147568806
203	0.9136229664
204	0.9115399374
205	0.9100579469
206	0.907988167
207	0.9071098878
208	0.9060505367
209	0.9051822014
210	0.9040059145
211	0.9024864047
212	0.9019852367
213	0.9004234525
214	0.8998371951
215	0.8980443877
216	0.8973868279
217	0.8967474386
218	0.8952765907
219	0.8930115014
220	0.8911251506
221	0.8892133939
222	0.88778271
223	0.8864944449
224	0.8850155245
225	0.8837532813
226	0.8826621072
227	0.8813240169
228	0.8793095205
229	0.8786279076
230	0.8769380681
231	0.8753206579
232	0.8736759342
233	0.8726600657
234	0.8713412518
235	0.8699725416
236	0.8681549049
237	0.8668407386
238	0.8644399626
239	0.8634258394
240	0.8613407345
241	0.8593726582
242	0.858651233
243	0.858126529
244	0.8569049815
245	0.8548629297
246	0.8536911712
247	0.8518514103
248	0.850943666
249	0.8500036194
250	0.8491517535
251	0.848419774
252	0.847420784
253	0.8466103159
254	0.845506781
255	0.8450270288
256	0.8436988456
257	0.8430816714
258	0.8419018526
259	0.841638895
260	0.8409703204
261	0.8406128286
262	0.8396319564
263	0.8383408184
264	0.8378065982
265	0.8368049678
266	0.8363102744
267	0.835981023
268	0.835047678
269	0.8340148386
270	0.8329637541
271	0.8319443219
272	0.8311616776
273	0.8298851252
274	0.8294145384
275	0.8285123507
276	0.8280526568
277	0.8267218722
278	0.8261033963
279	0.8256365377
280	0.8252516517
281	0.8241593548
282	0.8232040631
283	0.8224221838
284	0.8220819792
285	0.8209835259
286	0.8199302717
287	0.8190893215
288	0.8177343926
289	0.8164830239
290	0.8156634694
291	0.8136150746
292	0.8126467909
293	0.8118477067
294	0.8101357047
295	0.8099607088
296	0.8083285515
297	0.8064689397
298	0.80458175
299	0.8030972959
300	0.8019665157
301	0.801164398
302	0.8005070845
303	0.8002925676
304	0.7985846715
305	0.7971419378
306	0.796159905
307	0.7957845341
308	0.7954089653
309	0.7940255687
310	0.792662894
311	0.7919859438
312	0.7911807678
313	0.790849521
314	0.7898434444
315	0.7889216349
316	0.7883860998
317	0.7870044844
318	0.7853971451
319	0.7846063775
320	0.7836278574
321	0.7827931496
322	0.781964702
323	0.7813182452
324	0.7795312023
325	0.7787916831
326	0.7779906449
327	0.776936383
328	0.7761872012
329	0.7755963303
330	0.7749102759
331	0.7746599394
332	0.774292197
333	0.773771908
334	0.773442257
335	0.7716142737
336	0.7712694203
337	0.7706921073
338	0.7703437769
339	0.7687045134
340	0.7683106771
341	0.7671890387
342	0.7668847126
343	0.7656870271
344	0.7646174374
345	0.7639192153
346	0.7631222986
347	0.7623376694
348	0.7613310875
349	0.7609290782
350	0.760302772
351	0.7590927937
352	0.7582817299
353	0.7569648752
354	0.7566963991
355	0.7563238631
356	0.7556246108
357	0.7550529444
358	0.7550229735
359	0.7539135505
360	0.752819126
361	0.7520201392
362	0.7515958128
363	0.7509948488
364	0.7503733331
365	0.750231829
366	0.7488944683
367	0.7483963196
368	0.7477875536
369	0.7465606394
370	0.7455420392
371	0.7450894573
372	0.7444993092
373	0.7442132273
374	0.7436343736
375	0.742821492
376	0.7426653845
377	0.740739196
378	0.7398624795
379	0.7393969627
380	0.7385326548
381	0.737855494
382	0.7365661253
383	0.7350689761
384	0.7338904083
385	0.7331386261
386	0.7329130521
387	0.7320664549
388	0.7313238691
389	0.7307541019
390	0.7291467357
391	0.7285418009
392	0.7274634806
393	0.7263494902
394	0.7261784469
395	0.7249568993
396	0.7238295287
397	0.7227916747
398	0.7218579597
399	0.7213386566
400	0.719733332
401	0.7180308307
402	0.7178218977
403	0.7171643621
404	0.7162020416
405	0.7156822701
406	0.7151210716
407	0.71434079
408	0.7134911686
409	0.7125327392
410	0.711583875
411	0.710846929
412	0.7101854985
413	0.7089705868
414	0.7083394737
415	0.707813946
416	0.7071408082
417	0.706639281
418	0.7058650991
419	0.704894295
420	0.7044063021
421	0.7033806489
422	0.7028416268
423	0.7016994775
424	0.7007080675
425	0.6995949773
426	0.6992869365
427	0.6987776574
428	0.6985653127
429	0.6975529123
430	0.6962811837
431	0.6953856365
432	0.6946998504
433	0.6941506779
434	0.6934842433
435	0.6929317362
436	0.6927748724
437	0.6921769086
438	0.6909281301
439	0.6903195891
440	0.6897888788
441	0.6893767642
442	0.6887877162
443	0.6873370977
444	0.686773351
445	0.6857872816
446	0.6853248088
447	0.6842823547
448	0.6827732262
449	0.6822628856
450	0.6817239698
451	0.681103537
452	0.6800552086
453	0.6780779478
454	0.6774001184
455	0.6768530129
456	0.6765183751
457	0.6758569799
458	0.6756232075
459	0.6750578969
460	0.6744181654
461	0.6737100035
462	0.6726902979
463	0.672283309
464	0.6720128416
465	0.6714964149
466	0.6708270582
467	0.6704246546
468	0.6702608857
469	0.668769958
470	0.6683618325
471	0.6677639444
472	0.6675904802
473	0.667233433
474	0.6661716853
475	0.6651174112
476	0.6643922574
477	0.6638085463
478	0.66320138
479	0.6628557297
480	0.6619716235
481	0.6605300667
482	0.6599902753
483	0.6594216785
484	0.6588468816
485	0.6584977983
486	0.6574424644
487	0.6564525533
488	0.6561811794
489	0.655417727
490	0.6550591838
491	0.654597433
492	0.653645124
493	0.6527995202
494	0.6519685533
495	0.6516843056
496	0.6512066188
497	0.6508678688
498	0.6504851723
499	0.6495923782
500	0.648287295
501	0.6472299577
502	0.6466729101
503	0.6455829845
504	0.6451922555
505	0.644121752
506	0.6436264356
507	0.643165238
508	0.6427873059
509	0.6424661667
510	0.641555161
511	0.6412497577
512	0.6399526568
513	0.6388926768
514	0.6386110077
515	0.6382693161
516	0.6365185828
517	0.6362843126
518	0.6360409249
519	0.6343555999
520	0.6340709151
521	0.6331377763
522	0.6329122424
523	0.6320864889
524	0.6317857451
525	0.6315946668
526	0.6301097813
527	0.6296702985
528	0.6293135426
529	0.6288565313
530	0.6278649306
531	0.6265064063
532	0.6257046052
533	0.6247894246
534	0.6245107792
535	0.6232857271
536	0.622560975
537	0.6222656012
538	0.6212253934
539	0.6195608372
540	0.6192751213
541	0.618728734
542	0.6182171451
543	0.6175341016
544	0.6168123824
545	0.6162216983
546	0.6156848636
547	0.6154853327
548	0.6152148477
549	0.6148856378
550	0.6140466873
551	0.6134560804
552	0.6131261419
553	0.6128248307
554	0.6119660085
555	0.6113370552
556	0.6103233608
557	0.6100751326
558	0.6094763006
559	0.6089378271
560	0.6085888298
561	0.6083015869
562	0.6075985085
563	0.6069765184
564	0.6065838361
565	0.6063225894
566	0.6059363194
567	0.6048551093
568	0.6042770268
569	0.6033895486
570	0.6030939181
571	0.6025572098
572	0.6022376015
573	0.6016305175
574	0.6008628976
575	0.6004442313
576	0.5995366441
577	0.5989698019
578	0.5986680762
579	0.598262609
580	0.5977219871
581	0.5975435087
582	0.5973339282
583	0.5970554963
584	0.5960309011
585	0.5954621803
586	0.5951436835
587	0.5949860672
588	0.5945419632
589	0.5942494064
590	0.5941108659
591	0.5938362724
592	0.5936935943
593	0.5929467611
594	0.5925431672
595	0.5923251559
596	0.5916934686
597	0.591297836
598	0.5908606043
599	0.5904374026
600	0.5894210531
601	0.5888135145
602	0.5883632905
603	0.5879914891
604	0.5871838583
605	0.5868959239
606	0.5862705087
607	0.5859836255
608	0.5857524807
609	0.5852970676
610	0.5846978626
611	0.5844492179
612	0.5837382996
613	0.5834308658
614	0.5829040926
615	0.5827615443
616	0.5825083022
617	0.5822699661
618	0.5821406965
619	0.581619492
620	0.5811669915
621	0.5810313739
622	0.580243917
623	0.5794194592
624	0.5792261491
625	0.5785527422
626	0.5780535842
627	0.5777739397
628	0.5776218859
629	0.5773286245
630	0.5767475717
631	0.5764296994
632	0.5757316602
633	0.575285351
634	0.5749160472
635	0.5743217112
636	0.5739863537
637	0.5735161667
638	0.5731627543
639	0.5720982905
640	0.5711583681
641	0.5702650741
642	0.5696951367
643	0.5693011558
644	0.5690272063
645	0.5684325178
646	0.5682855615
647	0.5666252655
648	0.5661457123
649	0.5658980499
650	0.5654072651
651	0.5643411876
652	0.5636609919
653	0.5634482922
654	0.5633829719
655	0.563106915
656	0.562433618
657	0.5614580125
658	0.5609074595
659	0.5603447454
660	0.5601659916
661	0.5592728042
662	0.5591585798
663	0.5587358801
664	0.5585076463
665	0.5582262544
666	0.557536576
667	0.557164015
668	0.5561882589
669	0.5558798693
670	0.5556079529
671	0.555336001
672	0.5552326323
673	0.5544826677
674	0.5539610718
675	0.5536596913
676	0.5534632763
677	0.5525405939
678	0.5520726016
679	0.5508623129
680	0.5506584745
681	0.5502140057
682	0.5499394568
683	0.5494887304
684	0.5488296153
685	0.5480851084
686	0.5479768914
687	0.5476717815
688	0.547449366
689	0.5470267899
690	0.546551434
691	0.5458711595
692	0.5453975722
693	0.5451700739
694	0.5450290466
695	0.5448453985
696	0.544207179
697	0.5434378023
698	0.5430531836
699	0.5428274067
700	0.5422437305
701	0.5414738329
702	0.5411802246
703	0.5410587198
704	0.5407960643
705	0.5401565625
706	0.5396434519
707	0.5393769465
708	0.5388126004
709	0.5386274141
710	0.5382406519
711	0.537740016
712	0.5370101969
713	0.536811976
714	0.5367019541
715	0.5362473736
716	0.5354822519
717	0.5353490547
718	0.5351081748
719	0.5344893392
720	0.5340144604
721	0.5335955943
722	0.5332776486
723	0.5329820914
724	0.5323671252
725	0.5321872941
726	0.5320646879
727	0.5318277074
728	0.5313555022
729	0.5307861267
730	0.53000166
731	0.5288220539
732	0.5286347332
733	0.5283471836
734	0.5280252921
735	0.5278370206
736	0.5270918083
737	0.5265979673
738	0.5258647449
739	0.5255412997
740	0.5252269738
741	0.5250891559
742	0.5250019755
743	0.5241675517
744	0.5237513763
745	0.5232055725
746	0.5229353176
747	0.5225720636
748	0.5222188178
749	0.5219289511
750	0.521579741
751	0.5213707639
752	0.5210641712
753	0.5208396568
754	0.5206644584
755	0.5201602906
756	0.5190226734
757	0.5185898808
758	0.5184030198
759	0.5180881414
760	0.5179413576
761	0.5176750708
762	0.5175302555
763	0.5168520168
764	0.5164695237
765	0.5160167348
766	0.5156569112
767	0.5148322094
768	0.5140660119
769	0.5129300151
770	0.5126826335
771	0.512579435
772	0.5122527344
773	0.5119691087
774	0.5115993037
775	0.5114410466
776	0.5111639668
777	0.5104305914
778	0.510236306
779	0.5099740414
780	0.5097198513
781	0.5091962125
782	0.5085754449
783	0.5080746715
784	0.5074964765
785	0.5062416582
786	0.505912419
787	0.5057425852
788	0.5055159506
789	0.5050931582
790	0.5049170452
791	0.5048062756
792	0.5044522619
793	0.5042289463
794	0.5035829118
795	0.5031630399
796	0.5026720756
797	0.5021032328
798	0.5019642102
799	0.5018020485
800	0.5015885275
801	0.5012935807
802	0.5006217624
803	0.5003379146
804	0.5000839838
805	0.4994232699
806	0.4989638224
807	0.4986269176
808	0.4982640308
809	0.4978173915
810	0.4972757984
811	0.4966926651
812	0.4965202219
813	0.4960657159
814	0.4958303174
815	0.4951657964
816	0.494939029
817	0.494706543
818	0.4945892736
819	0.4943552622
820	0.4941999742
821	0.4937158712
822	0.4933580561
823	0.4930545241
824	0.4928554603
825	0.4927851034
826	0.4919204317
827	0.491259914
828	0.4911028317
829	0.4907213654
830	0.4905500697
831	0.4903629559
832	0.4903110852
833	0.49014087
834	0.4899310155
835	0.4897292086
836	0.4892477741
837	0.489117861
838	0.4886263274
839	0.4884132036
840	0.4880683813
841	0.4875670776
842	0.4873001571
843	0.4868581773
844	0.4866720564
845	0.4861687773
846	0.486049216
847	0.485681612
848	0.4855215438
849	0.4848613742
850	0.4844589054
851	0.4837998032
852	0.4834830221
853	0.4831944183
854	0.4829214836
855	0.4827344263
856	0.4825114779
857	0.4823506184
858	0.4816749284
859	0.4813273285
860	0.4808054943
861	0.4803750659
862	0.479714529
863	0.4794458813
864	0.4793328083
865	0.4789627901
866	0.4782985502
867	0.4780867031
868	0.4773472999
869	0.4771519676
870	0.4768704414
871	0.4767862495
872	0.4761934931
873	0.475998599
874	0.4757288946
875	0.4756530031
876	0.4754814344
877	0.4752690532
878	0.4750852969
879	0.4749418943
880	0.474893103
881	0.4746661111
882	0.4740128425
883	0.4738701907
884	0.4732190099
885	0.4731487904
886	0.4729633928
887	0.472359781
888	0.4719874629
889	0.4717860031
890	0.4715527653
891	0.4714106187
892	0.4712793915
893	0.4711123508
894	0.470846272
895	0.4704566309
896	0.4696977238
897	0.4695592792
898	0.469169304
899	0.4686851167
900	0.4685544207
901	0.4681157907
902	0.4679174303
903	0.4675942558
904	0.4674135623
905	0.4671740047
906	0.4666236858
907	0.4664808866
908	0.4660950474
909	0.4659780577
910	0.4657284377
911	0.4655177994
912	0.4654405622
913	0.4652287109
914	0.4650908932
915	0.4650015809
916	0.4647597661
917	0.464619994
918	0.4645293101
919	0.464287347
920	0.4638537382
921	0.4636666836
922	0.4634412383
923	0.4631450467
924	0.4628783816
925	0.4624235834
926	0.4621832041
927	0.4618566609
928	0.4615551382
929	0.4613819674
930	0.461263511
931	0.4611007147
932	0.4606483504
933	0.4604096534
934	0.4600954084
935	0.45977518
936	0.4595104025
937	0.4590685455
938	0.4585832671
939	0.4584909604
940	0.4579124014
941	0.4574825476
942	0.4573874772
943	0.4571226834
944	0.4568416046
945	0.4564549808
946	0.4558733129
947	0.4557194054
948	0.4556241372
949	0.4554889267
950	0.4552671236
951	0.4547848123
952	0.4542992408
953	0.4541003981
954	0.4535041994
955	0.4532882061
956	0.4531915767
957	0.4529140273
958	0.4526976726
959	0.4524996799
960	0.4522521648
961	0.4519198624
962	0.4511578912
963	0.4509826996
964	0.4506769041
965	0.4502164483
966	0.4500713268
967	0.4496069229
968	0.4492636601
969	0.44919597
970	0.4489167699
971	0.4487396996
972	0.4485705857
973	0.4481670795
974	0.4480839999
975	0.4479997788
976	0.4477328694
977	0.4470618093
978	0.4467478214
979	0.4462236049
980	0.4459020187
981	0.4456041129
982	0.4451905461
983	0.4448069703
984	0.4445380739
985	0.4443476372
986	0.4441054362
987	0.4433991245
988	0.44266203
989	0.4423904734
990	0.4416546849
991	0.4413472835
992	0.4412311826
993	0.4411314793
994	0.4410479482
995	0.4409238527
996	0.4408005894
997	0.4401625978
998	0.4397933899
999	0.4394764557
1000	0.4393898513
1001	0.4390684979
1002	0.4385167262
1003	0.4383997163
1004	0.4380337476
1005	0.4377105037
1006	0.437419962
1007	0.4370674937
1008	0.436791135
1009	0.4365860861
1010	0.4352063625
1011	0.4347161619
1012	0.434375165
1013	0.4333928092
1014	0.4331799484
1015	0.4331595949
1016	0.4328459071
1017	0.4324761184
1018	0.432162758
1019	0.4317352315
1020	0.4313593345
1021	0.431154156
1022	0.4306694627
1023	0.430103348
1024	0.4298931232
1025	0.4293628222
1026	0.4290606824
1027	0.4286968946
1028	0.4286077658
1029	0.4281892292
1030	0.4277959946
1031	0.427705303
1032	0.4272634957
1033	0.4269805253
1034	0.4268424254
1035	0.4262349572
1036	0.4256035196
1037	0.4252447872
1038	0.4249939591
1039	0.4247045534
1040	0.4243423491
1041	0.4241445229
