id,SRC_STATION_NAME,SRC_STATION_ID,DEST_STATION_NAME,DEST_STATION_ID,OCT_ADT_FARE,OCT_STD_FARE,OCT_JOYYOU_SIXTY_FARE,SINGLE_ADT_FARE,OCT_CON_CHILD_FARE,OCT_CON_ELDERLY_FARE,OCT_CON_PWD_FARE,SINGLE_CON_CHILD_FARE,SINGLE_CON_ELDERLY_FARE
1,Central,1,Cent    ·ral,1,0,0,0,0,0,0,0,0,0
2,Central,1,Admiralty,2,4.9,3.2,2,5,3.2,2,2,3.5,3.5
3,Central,1,Tsim Sha Tsui,3,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
4,Central,1,Jordan,4,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
5,Central,1,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
6,Central,1,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
7,Central,1,Shek Kip Mei,7,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
8,Central,1,Kowloon Tong,8,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
9,Central,1,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5
10,Central,1,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5
11,Central,1,Diamond Hill,11,15.8,7.4,2,16,7.4,2,2,7.5,7.5
12,Central,1,Choi Hung,12,15.8,7.4,2,16,7.4,2,2,7.5,7.5
13,Central,1,Kowloon Bay,13,15.8,7.4,2,16,7.4,2,2,7.5,7.5
14,Central,1,Ngau Tau Kok,14,15.8,7.4,2,16,7.4,2,2,7.5,7.5
15,Central,1,Kwun Tong,15,15.8,7.4,2,16,7.4,2,2,7.5,7.5
16,Central,1,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
17,Central,1,Sham Shui Po,17,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
18,Central,1,Cheung Sha Wan,18,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
19,Central,1,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5
20,Central,1,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5
21,Central,1,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5
22,Central,1,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5
23,Central,1,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5
24,Central,1,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5
25,Central,1,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5
26,Central,1,Sheung Wan,26,4.9,3.2,2,5,3.2,2,2,3.5,3.5
27,Central,1,Wan Chai,27,4.9,3.2,2,5,3.2,2,2,3.5,3.5
28,Central,1,Causeway Bay,28,5.9,3.2,2,6,3.2,2,2,3.5,3.5
29,Central,1,Tin Hau,29,5.9,3.2,2,6,3.2,2,2,3.5,3.5
30,Central,1,Fortress Hill,30,5.9,3.2,2,6,3.2,2,2,3.5,3.5
31,Central,1,North Point,31,7.4,3.7,2,7.5,3.7,2,2,4,4
32,Central,1,Quarry Bay,32,7.4,3.7,2,7.5,3.7,2,2,4,4
33,Central,1,Tai Koo,33,7.4,3.7,2,7.5,3.7,2,2,4,4
34,Central,1,Sai Wan Ho,34,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
35,Central,1,Shau Kei Wan,35,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
36,Central,1,Heng Fa Chuen,36,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
37,Central,1,Chai Wan,37,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
38,Central,1,Lam Tin,38,15.8,7.4,2,16,7.4,2,2,7.5,7.5
39,Central,1,Hong Kong,39,0,0,0,0,0,0,0,0,0
40,Central,1,Kowloon,40,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
41,Central,1,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
42,Central,1,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5
43,Central,1,Tung Chung,43,24.3,12.5,2,28,12.5,2,2,15,15
44,Central,1,Yau Tong,48,15.8,7.4,2,16,7.4,2,2,7.5,7.5
45,Central,1,Tiu Keng Leng,49,15.8,7.4,2,16,7.4,2,2,7.5,7.5
46,Central,1,Tseung Kwan O,50,15.8,7.4,2,16,7.4,2,2,7.5,7.5
47,Central,1,Hang Hau,51,15.8,7.4,2,16,7.4,2,2,7.5,7.5
48,Central,1,Po Lam,52,15.8,7.4,2,16,7.4,2,2,7.5,7.5
49,Central,1,Nam Cheong,53,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
50,Central,1,Sunny Bay,54,22.2,11.1,2,25.5,11.1,2,2,13.5,13.5
51,Central,1,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5
52,Central,1,LOHAS Park,57,15.8,7.4,2,16,7.4,2,2,7.5,7.5
53,Central,1,Hung Hom,64,12.6,5.9,2,15,5.9,2,2,6,6
54,Central,1,Mong Kok East,65,12.9,6.4,2,15.5,6.4,2,2,6.5,6.5
55,Central,1,Tai Wai,67,17.1,8.6,2,19,8.6,2,2,9.5,9.5
56,Central,1,Sha Tin,68,17.1,8.6,2,19,8.6,2,2,9.5,9.5
57,Central,1,Fo Tan,69,17.6,9.1,2,19.5,9.1,2,2,10,10
58,Central,1,Racecourse,70,25.7,13.4,25.7,28.5,13.4,2,2,15,15
59,Central,1,University,71,18.4,9.2,2,20,9.2,2,2,10.5,10.5
60,Central,1,Tai Po Market,72,19.9,10.1,2,22,10.1,2,2,12,12
61,Central,1,Tai Wo,73,19.9,10.1,2,22,10.1,2,2,12,12
62,Central,1,Fanling,74,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5
63,Central,1,Sheung Shui,75,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5
64,Central,1,Lo Wu,76,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5
65,Central,1,Lok Ma Chau,78,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5
66,Central,1,East Tsim Sha Tsui,80,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
67,Central,1,Che Kung Temple,96,17.2,8.7,2,19,8.7,2,2,10,10
68,Central,1,Sha Tin Wai,97,17.2,8.7,2,19,8.7,2,2,10,10
69,Central,1,City One,98,17.2,8.7,2,19,8.7,2,2,10,10
70,Central,1,Shek Mun,99,17.2,8.7,2,19,8.7,2,2,10,10
71,Central,1,Tai Shui Hang,100,20.8,10.4,2,22,10.4,2,2,12.5,12.5
72,Central,1,Heng On,101,20.8,10.4,2,22,10.4,2,2,12.5,12.5
73,Central,1,Ma On Shan,102,20.8,10.4,2,22,10.4,2,2,12.5,12.5
74,Central,1,Wu Kai Sha,103,20.8,10.4,2,22,10.4,2,2,12.5,12.5
75,Central,1,Austin,111,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
76,Central,1,Tsuen Wan West,114,17.8,9.1,2,19.5,9.1,2,2,10,10
77,Central,1,Kam Sheung Road,115,28,14.3,2,30,14.3,2,2,15.5,15.5
78,Central,1,Yuen Long,116,29.3,15.2,2,31,15.2,2,2,16.5,16.5
79,Central,1,Long Ping,117,29.3,15.2,2,31,15.2,2,2,16.5,16.5
80,Central,1,Tin Shui Wai,118,29.3,15.2,2,31,15.2,2,2,16.5,16.5
81,Central,1,Siu Hong,119,29.3,15.2,2,31,15.2,2,2,16.5,16.5
82,Central,1,Tuen Mun,120,29.3,15.2,2,31,15.2,2,2,16.5,16.5
83,Central,1,Sai Ying Pun,81,4.9,3.2,2,5,3.2,2,2,3.5,3.5
84,Central,1,HKU,82,5.9,3.2,2,6,3.2,2,2,3.5,3.5
85,Central,1,Kennedy Town,83,5.9,3.2,2,6,3.2,2,2,3.5,3.5
86,Central,1,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
87,Central,1,Whampoa,85,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
88,Central,1,Ocean Park,86,5.9,3.2,2,6,3.2,2,2,3.5,3.5
89,Central,1,Wong Chuk Hang,87,7.4,3.7,2,7.5,3.7,2,2,4,4
90,Central,1,Lei Tung,88,7.4,3.7,2,7.5,3.7,2,2,4,4
91,Central,1,South Horizons,89,7.4,3.7,2,7.5,3.7,2,2,4,4
92,Central,1,Hin Keng,90,17.1,8.6,2,19,8.6,2,2,9.5,9.5
93,Central,1,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
94,Central,1,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
95,Central,1,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
96,Admiralty,2,Central,1,4.9,3.2,2,5,3.2,2,2,3.5,3.5
97,Admiralty,2,Admiralty,2,0,0,0,0,0,0,0,0,0
98,Admiralty,2,Tsim Sha Tsui,3,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
99,Admiralty,2,Jordan,4,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
100,Admiralty,2,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
101,Admiralty,2,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
102,Admiralty,2,Shek Kip Mei,7,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
103,Admiralty,2,Kowloon Tong,8,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
104,Admiralty,2,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5
105,Admiralty,2,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5
106,Admiralty,2,Diamond Hill,11,15.8,7.4,2,16,7.4,2,2,7.5,7.5
107,Admiralty,2,Choi Hung,12,15.8,7.4,2,16,7.4,2,2,7.5,7.5
108,Admiralty,2,Kowloon Bay,13,15.8,7.4,2,16,7.4,2,2,7.5,7.5
109,Admiralty,2,Ngau Tau Kok,14,15.8,7.4,2,16,7.4,2,2,7.5,7.5
110,Admiralty,2,Kwun Tong,15,15.8,7.4,2,16,7.4,2,2,7.5,7.5
111,Admiralty,2,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
112,Admiralty,2,Sham Shui Po,17,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
113,Admiralty,2,Cheung Sha Wan,18,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
114,Admiralty,2,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5
115,Admiralty,2,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5
116,Admiralty,2,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5
117,Admiralty,2,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5
118,Admiralty,2,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5
119,Admiralty,2,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5
120,Admiralty,2,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5
121,Admiralty,2,Sheung Wan,26,4.9,3.2,2,5,3.2,2,2,3.5,3.5
122,Admiralty,2,Wan Chai,27,4.9,3.2,2,5,3.2,2,2,3.5,3.5
123,Admiralty,2,Causeway Bay,28,4.9,3.2,2,5,3.2,2,2,3.5,3.5
124,Admiralty,2,Tin Hau,29,5.9,3.2,2,6,3.2,2,2,3.5,3.5
125,Admiralty,2,Fortress Hill,30,5.9,3.2,2,6,3.2,2,2,3.5,3.5
126,Admiralty,2,North Point,31,7.4,3.7,2,7.5,3.7,2,2,4,4
127,Admiralty,2,Quarry Bay,32,7.4,3.7,2,7.5,3.7,2,2,4,4
128,Admiralty,2,Tai Koo,33,7.4,3.7,2,7.5,3.7,2,2,4,4
129,Admiralty,2,Sai Wan Ho,34,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
130,Admiralty,2,Shau Kei Wan,35,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
131,Admiralty,2,Heng Fa Chuen,36,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
132,Admiralty,2,Chai Wan,37,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
133,Admiralty,2,Lam Tin,38,15.8,7.4,2,16,7.4,2,2,7.5,7.5
134,Admiralty,2,Hong Kong,39,4.9,3.2,2,5,3.2,2,2,3.5,3.5
135,Admiralty,2,Kowloon,40,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
136,Admiralty,2,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
137,Admiralty,2,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5
138,Admiralty,2,Tung Chung,43,24.3,12.5,2,28,12.5,2,2,15,15
139,Admiralty,2,Yau Tong,48,15.8,7.4,2,16,7.4,2,2,7.5,7.5
140,Admiralty,2,Tiu Keng Leng,49,15.8,7.4,2,16,7.4,2,2,7.5,7.5
141,Admiralty,2,Tseung Kwan O,50,15.8,7.4,2,16,7.4,2,2,7.5,7.5
142,Admiralty,2,Hang Hau,51,15.8,7.4,2,16,7.4,2,2,7.5,7.5
143,Admiralty,2,Po Lam,52,15.8,7.4,2,16,7.4,2,2,7.5,7.5
144,Admiralty,2,Nam Cheong,53,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
145,Admiralty,2,Sunny Bay,54,22.2,11.1,2,25.5,11.1,2,2,13.5,13.5
146,Admiralty,2,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5
147,Admiralty,2,LOHAS Park,57,15.8,7.4,2,16,7.4,2,2,7.5,7.5
148,Admiralty,2,Hung Hom,64,12.6,5.9,2,15,5.9,2,2,6,6
149,Admiralty,2,Mong Kok East,65,12.9,6.4,2,15.5,6.4,2,2,6.5,6.5
150,Admiralty,2,Tai Wai,67,17.1,8.6,2,19,8.6,2,2,9.5,9.5
151,Admiralty,2,Sha Tin,68,17.1,8.6,2,19,8.6,2,2,9.5,9.5
152,Admiralty,2,Fo Tan,69,17.6,9.1,2,19.5,9.1,2,2,10,10
153,Admiralty,2,Racecourse,70,25.7,13.4,25.7,28.5,13.4,2,2,15,15
154,Admiralty,2,University,71,18.4,9.2,2,20,9.2,2,2,10.5,10.5
155,Admiralty,2,Tai Po Market,72,19.9,10.1,2,22,10.1,2,2,12,12
156,Admiralty,2,Tai Wo,73,19.9,10.1,2,22,10.1,2,2,12,12
157,Admiralty,2,Fanling,74,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5
158,Admiralty,2,Sheung Shui,75,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5
159,Admiralty,2,Lo Wu,76,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5
160,Admiralty,2,Lok Ma Chau,78,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5
161,Admiralty,2,East Tsim Sha Tsui,80,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
162,Admiralty,2,Che Kung Temple,96,17.2,8.7,2,19,8.7,2,2,10,10
163,Admiralty,2,Sha Tin Wai,97,17.2,8.7,2,19,8.7,2,2,10,10
164,Admiralty,2,City One,98,17.2,8.7,2,19,8.7,2,2,10,10
165,Admiralty,2,Shek Mun,99,17.2,8.7,2,19,8.7,2,2,10,10
166,Admiralty,2,Tai Shui Hang,100,20.8,10.4,2,22,10.4,2,2,12.5,12.5
167,Admiralty,2,Heng On,101,20.8,10.4,2,22,10.4,2,2,12.5,12.5
168,Admiralty,2,Ma On Shan,102,20.8,10.4,2,22,10.4,2,2,12.5,12.5
169,Admiralty,2,Wu Kai Sha,103,20.8,10.4,2,22,10.4,2,2,12.5,12.5
170,Admiralty,2,Austin,111,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
171,Admiralty,2,Tsuen Wan West,114,17.8,9.1,2,19.5,9.1,2,2,10,10
172,Admiralty,2,Kam Sheung Road,115,28,14.3,2,30,14.3,2,2,15.5,15.5
173,Admiralty,2,Yuen Long,116,29.3,15.2,2,31,15.2,2,2,16.5,16.5
174,Admiralty,2,Long Ping,117,29.3,15.2,2,31,15.2,2,2,16.5,16.5
175,Admiralty,2,Tin Shui Wai,118,29.3,15.2,2,31,15.2,2,2,16.5,16.5
176,Admiralty,2,Siu Hong,119,29.3,15.2,2,31,15.2,2,2,16.5,16.5
177,Admiralty,2,Tuen Mun,120,29.3,15.2,2,31,15.2,2,2,16.5,16.5
178,Admiralty,2,Sai Ying Pun,81,5.9,3.2,2,6,3.2,2,2,3.5,3.5
179,Admiralty,2,HKU,82,5.9,3.2,2,6,3.2,2,2,3.5,3.5
180,Admiralty,2,Kennedy Town,83,5.9,3.2,2,6,3.2,2,2,3.5,3.5
181,Admiralty,2,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
182,Admiralty,2,Whampoa,85,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
183,Admiralty,2,Ocean Park,86,5.9,3.2,2,6,3.2,2,2,3.5,3.5
184,Admiralty,2,Wong Chuk Hang,87,7.4,3.7,2,7.5,3.7,2,2,4,4
185,Admiralty,2,Lei Tung,88,7.4,3.7,2,7.5,3.7,2,2,4,4
186,Admiralty,2,South Horizons,89,7.4,3.7,2,7.5,3.7,2,2,4,4
187,Admiralty,2,Hin Keng,90,17.1,8.6,2,19,8.6,2,2,9.5,9.5
188,Admiralty,2,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
189,Admiralty,2,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
190,Admiralty,2,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
191,Tsim Sha Tsui,3,Central,1,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
192,Tsim Sha Tsui,3,Admiralty,2,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
193,Tsim Sha Tsui,3,Tsim Sha Tsui,3,0,0,0,0,0,0,0,0,0
194,Tsim Sha Tsui,3,Jordan,4,4.9,3.2,2,5,3.2,2,2,3.5,3.5
195,Tsim Sha Tsui,3,Yau Ma Tei,5,4.9,3.2,2,5,3.2,2,2,3.5,3.5
196,Tsim Sha Tsui,3,Mong Kok,6,5.9,3.2,2,6,3.2,2,2,3.5,3.5
197,Tsim Sha Tsui,3,Shek Kip Mei,7,7.4,3.7,2,7.5,3.7,2,2,4,4
198,Tsim Sha Tsui,3,Kowloon Tong,8,7.4,3.7,2,7.5,3.7,2,2,4,4
199,Tsim Sha Tsui,3,Lok Fu,9,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
200,Tsim Sha Tsui,3,Wong Tai Sin,10,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
201,Tsim Sha Tsui,3,Diamond Hill,11,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
202,Tsim Sha Tsui,3,Choi Hung,12,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
203,Tsim Sha Tsui,3,Kowloon Bay,13,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
204,Tsim Sha Tsui,3,Ngau Tau Kok,14,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
205,Tsim Sha Tsui,3,Kwun Tong,15,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
206,Tsim Sha Tsui,3,Prince Edward,16,5.9,3.2,2,6,3.2,2,2,3.5,3.5
207,Tsim Sha Tsui,3,Sham Shui Po,17,7.4,3.7,2,7.5,3.7,2,2,4,4
208,Tsim Sha Tsui,3,Cheung Sha Wan,18,7.4,3.7,2,7.5,3.7,2,2,4,4
209,Tsim Sha Tsui,3,Lai Chi Kok,19,9,3.9,2,10.5,3.9,2,2,4,4
210,Tsim Sha Tsui,3,Mei Foo,20,9,3.9,2,10.5,3.9,2,2,4,4
211,Tsim Sha Tsui,3,Lai King,21,11,4.9,2,13,4.9,2,2,5,5
212,Tsim Sha Tsui,3,Kwai Fong,22,11,4.9,2,13,4.9,2,2,5,5
213,Tsim Sha Tsui,3,Kwai Hing,23,11,4.9,2,13,4.9,2,2,5,5
214,Tsim Sha Tsui,3,Tai Wo Hau,24,11,4.9,2,13,4.9,2,2,5,5
215,Tsim Sha Tsui,3,Tsuen Wan,25,11,4.9,2,13,4.9,2,2,5,5
216,Tsim Sha Tsui,3,Sheung Wan,26,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
217,Tsim Sha Tsui,3,Wan Chai,27,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
218,Tsim Sha Tsui,3,Causeway Bay,28,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
219,Tsim Sha Tsui,3,Tin Hau,29,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
220,Tsim Sha Tsui,3,Fortress Hill,30,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
221,Tsim Sha Tsui,3,North Point,31,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
222,Tsim Sha Tsui,3,Quarry Bay,32,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
223,Tsim Sha Tsui,3,Tai Koo,33,15.8,7.4,2,16,7.4,2,2,7.5,7.5
224,Tsim Sha Tsui,3,Sai Wan Ho,34,15.8,7.4,2,16,7.4,2,2,7.5,7.5
225,Tsim Sha Tsui,3,Shau Kei Wan,35,15.8,7.4,2,16,7.4,2,2,7.5,7.5
226,Tsim Sha Tsui,3,Heng Fa Chuen,36,15.8,7.4,2,16,7.4,2,2,7.5,7.5
227,Tsim Sha Tsui,3,Chai Wan,37,15.8,7.4,2,16,7.4,2,2,7.5,7.5
228,Tsim Sha Tsui,3,Lam Tin,38,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
229,Tsim Sha Tsui,3,Hong Kong,39,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
230,Tsim Sha Tsui,3,Kowloon,40,4.9,3.2,2,5,3.2,2,2,3.5,3.5
231,Tsim Sha Tsui,3,Olympic,41,5.9,3.2,2,6,3.2,2,2,3.5,3.5
232,Tsim Sha Tsui,3,Tsing Yi,42,11,4.9,2,13,4.9,2,2,5,5
233,Tsim Sha Tsui,3,Tung Chung,43,18.7,9.4,2,21,9.4,2,2,10.5,10.5
234,Tsim Sha Tsui,3,Yau Tong,48,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
235,Tsim Sha Tsui,3,Tiu Keng Leng,49,11,4.9,2,13,4.9,2,2,5,5
236,Tsim Sha Tsui,3,Tseung Kwan O,50,11,4.9,2,13,4.9,2,2,5,5
237,Tsim Sha Tsui,3,Hang Hau,51,11,4.9,2,13,4.9,2,2,5,5
238,Tsim Sha Tsui,3,Po Lam,52,11,4.9,2,13,4.9,2,2,5,5
239,Tsim Sha Tsui,3,Nam Cheong,53,6.2,3.4,2,6.5,3.4,2,2,3.5,3.5
240,Tsim Sha Tsui,3,Sunny Bay,54,15.9,7.7,2,17,7.7,2,2,8,8
241,Tsim Sha Tsui,3,Disneyland Resort,55,22.2,11.1,2,25.5,11.1,2,2,13.5,13.5
242,Tsim Sha Tsui,3,LOHAS Park,57,11,4.9,2,13,4.9,2,2,5,5
243,Tsim Sha Tsui,3,Hung Hom,64,4.7,2.2,2,5,2.2,2,2,2.5,2.5
244,Tsim Sha Tsui,3,Mong Kok East,65,5.9,2.8,2,6,2.8,2,2,3,3
245,Tsim Sha Tsui,3,Tai Wai,67,10.1,5.1,2,12,5.1,2,2,5.5,5.5
246,Tsim Sha Tsui,3,Sha Tin,68,10.1,5.1,2,12,5.1,2,2,5.5,5.5
247,Tsim Sha Tsui,3,Fo Tan,69,11,5.4,2,13,5.4,2,2,5.5,5.5
248,Tsim Sha Tsui,3,Racecourse,70,17.5,8.6,17.5,18.5,8.6,2,2,9.5,9.5
249,Tsim Sha Tsui,3,University,71,11,5.4,2,13,5.4,2,2,5.5,5.5
250,Tsim Sha Tsui,3,Tai Po Market,72,13.4,6.5,2,15.5,6.5,2,2,6.5,6.5
251,Tsim Sha Tsui,3,Tai Wo,73,13.4,6.5,2,15.5,6.5,2,2,6.5,6.5
252,Tsim Sha Tsui,3,Fanling,74,14.9,7.3,2,16,7.3,2,2,7.5,7.5
253,Tsim Sha Tsui,3,Sheung Shui,75,14.9,7.3,2,16,7.3,2,2,7.5,7.5
254,Tsim Sha Tsui,3,Lo Wu,76,44.3,43.8,44.3,46.5,22.3,22.3,22.3,22.5,22.5
255,Tsim Sha Tsui,3,Lok Ma Chau,78,44.3,43.8,44.3,46.5,22.3,22.3,22.3,22.5,22.5
256,Tsim Sha Tsui,3,East Tsim Sha Tsui,80,0,0,0,0,0,0,0,0,0
257,Tsim Sha Tsui,3,Che Kung Temple,96,11.1,5.5,2,13,5.5,2,2,5.5,5.5
258,Tsim Sha Tsui,3,Sha Tin Wai,97,11.1,5.5,2,13,5.5,2,2,5.5,5.5
259,Tsim Sha Tsui,3,City One,98,11.1,5.5,2,13,5.5,2,2,5.5,5.5
260,Tsim Sha Tsui,3,Shek Mun,99,11.1,5.5,2,13,5.5,2,2,5.5,5.5
261,Tsim Sha Tsui,3,Tai Shui Hang,100,14.2,7.2,2,15.5,7.2,2,2,7.5,7.5
262,Tsim Sha Tsui,3,Heng On,101,14.2,7.2,2,15.5,7.2,2,2,7.5,7.5
263,Tsim Sha Tsui,3,Ma On Shan,102,14.2,7.2,2,15.5,7.2,2,2,7.5,7.5
264,Tsim Sha Tsui,3,Wu Kai Sha,103,14.2,7.2,2,15.5,7.2,2,2,7.5,7.5
265,Tsim Sha Tsui,3,Austin,111,4.9,3.2,2,5,3.2,2,2,3.5,3.5
266,Tsim Sha Tsui,3,Tsuen Wan West,114,10.9,5.7,2,13,5.7,2,2,6,6
267,Tsim Sha Tsui,3,Kam Sheung Road,115,21,11,2,21.5,11,2,2,12.5,12.5
268,Tsim Sha Tsui,3,Yuen Long,116,22.1,11.5,2,24,11.5,2,2,13.5,13.5
269,Tsim Sha Tsui,3,Long Ping,117,22.1,11.5,2,24,11.5,2,2,13.5,13.5
270,Tsim Sha Tsui,3,Tin Shui Wai,118,22.1,11.5,2,24,11.5,2,2,13.5,13.5
271,Tsim Sha Tsui,3,Siu Hong,119,22.1,11.5,2,24,11.5,2,2,13.5,13.5
272,Tsim Sha Tsui,3,Tuen Mun,120,22.1,11.5,2,24,11.5,2,2,13.5,13.5
273,Tsim Sha Tsui,3,Sai Ying Pun,81,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
274,Tsim Sha Tsui,3,HKU,82,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
275,Tsim Sha Tsui,3,Kennedy Town,83,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
276,Tsim Sha Tsui,3,Ho Man Tin,84,5.9,3.2,2,6,3.2,2,2,3.5,3.5
277,Tsim Sha Tsui,3,Whampoa,85,5.9,3.2,2,6,3.2,2,2,3.5,3.5
278,Tsim Sha Tsui,3,Ocean Park,86,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
279,Tsim Sha Tsui,3,Wong Chuk Hang,87,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
280,Tsim Sha Tsui,3,Lei Tung,88,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
281,Tsim Sha Tsui,3,South Horizons,89,15.8,7.4,2,16,7.4,2,2,7.5,7.5
282,Tsim Sha Tsui,3,Hin Keng,90,10.1,5.1,2,12,5.1,2,2,5.5,5.5
283,Tsim Sha Tsui,3,Kai Tak,91,7.4,3.7,2,7.5,3.7,2,2,4,4
